Phần,Chương,Số điều,Tiêu đề điều,Nội dung điều,Số khoản,Nội dung khoản,Điểm,Nội dung điểm,article_id,clause_id,point_id
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương X - XÓA ÁN TÍCH,70,Đương nhiên được xóa án tích,,3.0,"Người bị kết án đương nhiên được xóa án tích, nếu từ khi hết thời hiệu thi hành bản án, người đó không thực hiện hành vi phạm tội mới trong thời hạn quy định tại khoản 2 Điều này.",,,70,70_3.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương X - XÓA ÁN TÍCH,70,Đương nhiên được xóa án tích,,4.0,"Cơ quan quản lý cơ sở dữ liệu lý lịch tư pháp có trách nhiệm cập nhật thông tin về tình hình án tích của người bị kết án và khi có yêu cầu thì cấp phiếu lý lịch tư pháp xác nhận không có án tích, nếu có đủ điều kiện quy định tại khoản 2 hoặc khoản 3 Điều này.",,,70,70_4.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương X - XÓA ÁN TÍCH,71,Xóa án tích theo quyết định của Tòa án,,1.0,"Xóa án tích theo quyết định của Tòa án được áp dụng đối với người bị kết án về một trong các tội quy định tại Chương XIII và Chương XXVI của Bộ luật này. Tòa án quyết định việc xóa án tích đối với người bị kết án căn cứ vào tính chất của tội phạm đã thực hiện, thái độ chấp hành pháp luật, thái độ lao động của người bị kết án và các điều kiện quy định tại khoản 2 Điều này.",,,71,71_1.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương X - XÓA ÁN TÍCH,71,Xóa án tích theo quyết định của Tòa án,,2.0,"Người bị kết án được Tòa án quyết định việc xóa án tích, nếu từ khi chấp hành xong hình phạt chính hoặc hết thời gian thử thách án treo, người đó đã chấp hành xong hình phạt bổ sung, các quyết định khác của bản án và không thực hiện hành vi phạm tội mới trong thời hạn sau đây:",a,"01 năm trong trường hợp bị phạt cảnh cáo, phạt cải tạo không giam giữ, phạt tù nhưng được hưởng án treo;",71,71_2.0,71_2.0_a
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương X - XÓA ÁN TÍCH,71,Xóa án tích theo quyết định của Tòa án,,2.0,"Người bị kết án được Tòa án quyết định việc xóa án tích, nếu từ khi chấp hành xong hình phạt chính hoặc hết thời gian thử thách án treo, người đó đã chấp hành xong hình phạt bổ sung, các quyết định khác của bản án và không thực hiện hành vi phạm tội mới trong thời hạn sau đây:",b,03 năm trong trường hợp bị phạt tù đến 05 năm;,71,71_2.0,71_2.0_b
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương X - XÓA ÁN TÍCH,71,Xóa án tích theo quyết định của Tòa án,,2.0,"Người bị kết án được Tòa án quyết định việc xóa án tích, nếu từ khi chấp hành xong hình phạt chính hoặc hết thời gian thử thách án treo, người đó đã chấp hành xong hình phạt bổ sung, các quyết định khác của bản án và không thực hiện hành vi phạm tội mới trong thời hạn sau đây:",c,05 năm trong trường hợp bị phạt tù từ trên 05 năm đến 15 năm;,71,71_2.0,71_2.0_c
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương X - XÓA ÁN TÍCH,71,Xóa án tích theo quyết định của Tòa án,,2.0,"Người bị kết án được Tòa án quyết định việc xóa án tích, nếu từ khi chấp hành xong hình phạt chính hoặc hết thời gian thử thách án treo, người đó đã chấp hành xong hình phạt bổ sung, các quyết định khác của bản án và không thực hiện hành vi phạm tội mới trong thời hạn sau đây:",d,"07 năm trong trường hợp bị phạt tù trên 15 năm, tù chung thân hoặc tử hình nhưng đã được giảm án. Trường hợp người bị kết án đang chấp hành hình phạt bổ sung là quản chế, cấm cư trú, tước một số quyền công dân mà thời hạn phải chấp hành dài hơn thời hạn quy định tại điểm a, điểm b khoản này thì Tòa án quyết định việc xóa án tích từ khi người đó chấp hành xong hình phạt bổ sung.",71,71_2.0,71_2.0_d
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương X - XÓA ÁN TÍCH,71,Xóa án tích theo quyết định của Tòa án,,3.0,"Người bị Tòa án bác đơn xin xóa án tích lần đầu, thì sau 01 năm kể từ ngày bị Tòa án bác đơn mới được xin xóa án tích; nếu bị bác đơn lần thứ hai trở đi, thì sau 02 năm kể từ ngày bị Tòa án bác đơn mới được xin xóa án tích.",,,71,71_3.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương X - XÓA ÁN TÍCH,72,Xóa án tích trong trường hợp đặc biệt,"Trong trường hợp người bị kết án có những biểu hiện tiến bộ rõ rệt và đã lập công, được cơ quan, tổ chức nơi người đó công tác hoặc chính quyền địa phương nơi người đó cư trú đề nghị, thì Tòa án quyết định việc xóa án tích nếu người đó đã bảo đảm được ít nhất một phần ba thời hạn quy định tại khoản 2 Điều 70 và khoản 2 Điều 71 của Bộ luật này.",,,,,72,,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương X - XÓA ÁN TÍCH,73,Cách tính thời hạn để xóa án tích,,1.0,Thời hạn để xóa án tích quy định tại Điều 70 và Điều 71 của Bộ luật này căn cứ vào hình phạt chính đã tuyên.,,,73,73_1.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương X - XÓA ÁN TÍCH,73,Cách tính thời hạn để xóa án tích,,2.0,Người bị kết án chưa được xóa án tích mà thực hiện hành vi phạm tội mới và bị Tòa án kết án bằng bản án có hiệu lực pháp luật thì thời hạn để xóa án tích cũ được tính lại kể từ ngày chấp hành xong hình phạt chính hoặc thời gian thử thách án treo của bản án mới hoặc từ ngày bản án mới hết thời hiệu thi hành.,,,73,73_2.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương X - XÓA ÁN TÍCH,73,Cách tính thời hạn để xóa án tích,,3.0,"Người bị kết án trong trường hợp phạm nhiều tội mà có tội thuộc trường hợp đương nhiên được xóa án tích, có tội thuộc trường hợp xóa án tích theo quyết định của Tòa án thì căn cứ vào thời hạn quy định tại Điều 71 của Bộ luật này Tòa án quyết định việc xóa án tích đối với người đó.",,,73,73_3.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương X - XÓA ÁN TÍCH,73,Cách tính thời hạn để xóa án tích,,4.0,Người được miễn chấp hành phần hình phạt còn lại cũng được coi như đã chấp hành xong hình phạt.,,,73,73_4.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương XI - NHỮNG QUY ĐỊNH ĐỐI VỚI PHÁP NHÂN THƯƠNG MẠI PHẠM TỘI,74,Áp dụng quy định của Bộ luật hình sự đối với pháp nhân thương mại phạm tội,Pháp nhân thương mại phạm tội phải chịu trách nhiệm hình sự theo những quy định của Chương này; theo quy định khác của Phần thứ nhất của Bộ luật này không trái với quy định của Chương này.,,,,,74,,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương XI - NHỮNG QUY ĐỊNH ĐỐI VỚI PHÁP NHÂN THƯƠNG MẠI PHẠM TỘI,75,Điều kiện chịu trách nhiệm hình sự của pháp nhân thương mại,,1.0,Pháp nhân thương mại chỉ phải chịu trách nhiệm hình sự khi có đủ các điều kiện sau đây:,a,Hành vi phạm tội được thực hiện nhân danh pháp nhân thương mại;,75,75_1.0,75_1.0_a
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương XI - NHỮNG QUY ĐỊNH ĐỐI VỚI PHÁP NHÂN THƯƠNG MẠI PHẠM TỘI,75,Điều kiện chịu trách nhiệm hình sự của pháp nhân thương mại,,1.0,Pháp nhân thương mại chỉ phải chịu trách nhiệm hình sự khi có đủ các điều kiện sau đây:,b,Hành vi phạm tội được thực hiện vì lợi ích của pháp nhân thương mại;,75,75_1.0,75_1.0_b
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương XI - NHỮNG QUY ĐỊNH ĐỐI VỚI PHÁP NHÂN THƯƠNG MẠI PHẠM TỘI,75,Điều kiện chịu trách nhiệm hình sự của pháp nhân thương mại,,1.0,Pháp nhân thương mại chỉ phải chịu trách nhiệm hình sự khi có đủ các điều kiện sau đây:,c,"Hành vi phạm tội được thực hiện có sự chỉ đạo, điều hành hoặc chấp thuận của pháp nhân thương mại;",75,75_1.0,75_1.0_c
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương XI - NHỮNG QUY ĐỊNH ĐỐI VỚI PHÁP NHÂN THƯƠNG MẠI PHẠM TỘI,75,Điều kiện chịu trách nhiệm hình sự của pháp nhân thương mại,,1.0,Pháp nhân thương mại chỉ phải chịu trách nhiệm hình sự khi có đủ các điều kiện sau đây:,d,Chưa hết thời hiệu truy cứu trách nhiệm hình sự quy định tại khoản 2 và khoản 3 Điều 27 của Bộ luật này.,75,75_1.0,75_1.0_d
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương XI - NHỮNG QUY ĐỊNH ĐỐI VỚI PHÁP NHÂN THƯƠNG MẠI PHẠM TỘI,75,Điều kiện chịu trách nhiệm hình sự của pháp nhân thương mại,,2.0,Việc pháp nhân thương mại chịu trách nhiệm hình sự không loại trừ trách nhiệm hình sự của cá nhân.,,,75,75_2.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương XI - NHỮNG QUY ĐỊNH ĐỐI VỚI PHÁP NHÂN THƯƠNG MẠI PHẠM TỘI,76,Phạm vi chịu trách nhiệm hình sự của pháp nhân thương mại,"Pháp nhân thương mại phải chịu trách nhiệm hình sự về tội phạm quy định tại một trong các điều 188, 189, 190, 191, 192, 193, 194, 195, 196, 200, 203, 209, 210, 211, 213, 216, 217, 225, 226, 227, 232, 234, 235, 237, 238, 239, 242, 243, 244, 245, 246, 300 và 324 của Bộ luật này.",,,,,76,,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương XI - NHỮNG QUY ĐỊNH ĐỐI VỚI PHÁP NHÂN THƯƠNG MẠI PHẠM TỘI,77,Phạt tiền,,1.0,Phạt tiền được áp dụng là hình phạt chính hoặc hình phạt bổ sung đối với pháp nhân thương mại phạm tội.,,,77,77_1.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương XI - NHỮNG QUY ĐỊNH ĐỐI VỚI PHÁP NHÂN THƯƠNG MẠI PHẠM TỘI,77,Phạt tiền,,2.0,"Mức tiền phạt được quyết định căn cứ vào tính chất, mức độ nguy hiểm của tội phạm và có xét đến tình hình tài chính của pháp nhân thương mại phạm tội, sự biến động của giá cả nhưng không được thấp hơn 50.000.000 đồng.",,,77,77_2.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương XI - NHỮNG QUY ĐỊNH ĐỐI VỚI PHÁP NHÂN THƯƠNG MẠI PHẠM TỘI,78,Đình chỉ hoạt động có thời hạn,,1.0,"Đình chỉ hoạt động có thời hạn là tạm dừng hoạt động của pháp nhân thương mại trong một hoặc một số lĩnh vực mà pháp nhân thương mại phạm tội gây thiệt hại đến tính mạng, sức khỏe con người, môi trường hoặc an ninh, trật tự, an toàn xã hội và hậu quả gây ra có khả năng khắc phục trên thực tế.",,,78,78_1.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương XI - NHỮNG QUY ĐỊNH ĐỐI VỚI PHÁP NHÂN THƯƠNG MẠI PHẠM TỘI,78,Đình chỉ hoạt động có thời hạn,,2.0,Thời hạn đình chỉ hoạt động từ 06 tháng đến 03 năm.,,,78,78_2.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương XI - NHỮNG QUY ĐỊNH ĐỐI VỚI PHÁP NHÂN THƯƠNG MẠI PHẠM TỘI,79,Đình chỉ hoạt động vĩnh viễn,,1.0,"Đình chỉ hoạt động vĩnh viễn là chấm dứt hoạt động của pháp nhân thương mại trong một hoặc một số lĩnh vực mà pháp nhân thương mại phạm tội gây thiệt hại hoặc có khả năng thực tế gây thiệt hại đến tính mạng của nhiều người, gây sự cố môi trường hoặc gây ảnh hưởng xấu đến an ninh, trật tự, an toàn xã hội và không có khả năng khắc phục hậu quả gây ra.",,,79,79_1.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương XI - NHỮNG QUY ĐỊNH ĐỐI VỚI PHÁP NHÂN THƯƠNG MẠI PHẠM TỘI,79,Đình chỉ hoạt động vĩnh viễn,,2.0,Pháp nhân thương mại được thành lập chỉ để thực hiện tội phạm thì bị đình chỉ vĩnh viễn toàn bộ hoạt động.,,,79,79_2.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương XI - NHỮNG QUY ĐỊNH ĐỐI VỚI PHÁP NHÂN THƯƠNG MẠI PHẠM TỘI,80,"Cấm kinh doanh, cấm hoạt động trong một số lĩnh vực nhất định",,1.0,"Cấm kinh doanh, cấm hoạt động trong một số lĩnh vực nhất định được áp dụng khi xét thấy nếu để pháp nhân thương mại bị kết án tiếp tục kinh doanh hoặc hoạt động trong lĩnh vực đó, thì có thể gây nguy hại cho tính mạng, sức khỏe của con người hoặc cho xã hội.",,,80,80_1.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương XI - NHỮNG QUY ĐỊNH ĐỐI VỚI PHÁP NHÂN THƯƠNG MẠI PHẠM TỘI,80,"Cấm kinh doanh, cấm hoạt động trong một số lĩnh vực nhất định",,2.0,Tòa án quyết định lĩnh vực cụ thể bị cấm kinh doanh hoặc cấm hoạt động.,,,80,80_2.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương XI - NHỮNG QUY ĐỊNH ĐỐI VỚI PHÁP NHÂN THƯƠNG MẠI PHẠM TỘI,80,"Cấm kinh doanh, cấm hoạt động trong một số lĩnh vực nhất định",,3.0,"Thời hạn cấm kinh doanh, cấm hoạt động trong một số lĩnh vực nhất định là từ 01 năm đến 03 năm, kể từ ngày bản án có hiệu lực pháp luật.",,,80,80_3.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương XI - NHỮNG QUY ĐỊNH ĐỐI VỚI PHÁP NHÂN THƯƠNG MẠI PHẠM TỘI,81,Cấm huy động vốn,,1.0,Cấm huy động vốn được áp dụng khi xét thấy nếu để pháp nhân thương mại bị kết án huy động vốn thì có nguy cơ tiếp tục phạm tội.,,,81,81_1.0,
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương XI - NHỮNG QUY ĐỊNH ĐỐI VỚI PHÁP NHÂN THƯƠNG MẠI PHẠM TỘI,81,Cấm huy động vốn,,2.0,Các hình thức cấm huy động vốn bao gồm:,a,"Cấm vay vốn của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài hoặc quỹ đầu tư;",81,81_2.0,81_2.0_a
Phần thứ nhất - NHỮNG QUY ĐỊNH CHUNG,Chương XI - NHỮNG QUY ĐỊNH ĐỐI VỚI PHÁP NHÂN THƯƠNG MẠI PHẠM TỘI,81,Cấm huy động vốn,,2.0,Các hình thức cấm huy động vốn bao gồm:,b,"Cấm phát hành, chào bán chứng khoán;",81,81_2.0,81_2.0_b
