Phần,Chương,Số điều,Tiêu đề điều,Nội dung điều,Số khoản,Nội dung khoản,Điểm,Nội dung điểm,full_text,crime_group,crime_category,intent_type,actor,victim,action,consequence,penalty_main,penalty_supplementary,aggravating_circ,mitigating_circ,condition,exception,judicial_measure
Phần thứ hai - CÁC TỘI PHẠM,Chương XIII - CÁC TỘI XÂM PHẠM AN NINH QUỐC GIA,113.0,Tội khủng bố nhằm chống chính quyền nhân dân,,3.0,"Phạm tội trong trường hợp đe dọa thực hiện một trong các hành vi quy định tại khoản 1 Điều này hoặc có hành vi khác uy hiếp tinh thần của cán bộ, công chức hoặc người khác, thì bị phạt tù từ 05 năm đến 10 năm.",,,"Phạm tội trong trường hợp đe dọa thực hiện một trong các hành vi quy định tại khoản 1 Điều này hoặc có hành vi khác uy hiếp tinh thần của cán bộ, công chức hoặc người khác, thì bị phạt tù từ 05 năm đến 10 năm.",CÁC TỘI XÂM PHẠM AN NINH QUỐC GIA,Tội phạm nghiêm trọng,Không xác định,Người,Người khác,đe dọa,Không xác định,Phạt tù từ 05 năm đến 10 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XIII - CÁC TỘI XÂM PHẠM AN NINH QUỐC GIA,113.0,Tội khủng bố nhằm chống chính quyền nhân dân,,4.0,"Khủng bố cá nhân, tổ chức nước ngoài hoặc các tổ chức quốc tế nhằm gây khó khăn cho quan hệ quốc tế của nước Cộng hòa xã hội chủ nghĩa Việt Nam, thì cũng bị xử phạt theo Điều này.",,,"Khủng bố cá nhân, tổ chức nước ngoài hoặc các tổ chức quốc tế nhằm gây khó khăn cho quan hệ quốc tế của nước Cộng hòa xã hội chủ nghĩa Việt Nam, thì cũng bị xử phạt theo Điều này.",CÁC TỘI XÂM PHẠM AN NINH QUỐC GIA,Không xác định,Không xác định,Người,Người khác,Không xác định,Không xác định,Không xác định,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XIII - CÁC TỘI XÂM PHẠM AN NINH QUỐC GIA,113.0,Tội khủng bố nhằm chống chính quyền nhân dân,,5.0,"Người chuẩn bị phạm tội này, thì bị phạt tù từ 01 năm đến 05 năm.",,,"Người chuẩn bị phạm tội này, thì bị phạt tù từ 01 năm đến 05 năm.",CÁC TỘI XÂM PHẠM AN NINH QUỐC GIA,Tội phạm ít nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 01 năm đến 05 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XIII - CÁC TỘI XÂM PHẠM AN NINH QUỐC GIA,114.0,Tội phá hoại cơ sở vật chất - kỹ thuật của nước Cộng hòa xã hội chủ nghĩa Việt Nam,,1.0,"Người nào nhằm chống chính quyền nhân dân mà phá hoại cơ sở vật chất - kỹ thuật của nước Cộng hòa xã hội chủ nghĩa Việt Nam trong các lĩnh vực chính trị, quốc phòng, an ninh, kinh tế, khoa học - kỹ thuật, văn hóa, xã hội, thì bị phạt tù từ 12 năm đến 20 năm hoặc tù chung thân.",,,"Người nào nhằm chống chính quyền nhân dân mà phá hoại cơ sở vật chất - kỹ thuật của nước Cộng hòa xã hội chủ nghĩa Việt Nam trong các lĩnh vực chính trị, quốc phòng, an ninh, kinh tế, khoa học - kỹ thuật, văn hóa, xã hội, thì bị phạt tù từ 12 năm đến 20 năm hoặc tù chung thân.",CÁC TỘI XÂM PHẠM AN NINH QUỐC GIA,Tội phạm rất nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 12 năm đến 20 năm; Tù chung thân,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XIII - CÁC TỘI XÂM PHẠM AN NINH QUỐC GIA,114.0,Tội phá hoại cơ sở vật chất - kỹ thuật của nước Cộng hòa xã hội chủ nghĩa Việt Nam,,2.0,"Phạm tội trong trường hợp ít nghiêm trọng, thì bị phạt tù từ 05 năm đến 15 năm.",,,"Phạm tội trong trường hợp ít nghiêm trọng, thì bị phạt tù từ 05 năm đến 15 năm.",CÁC TỘI XÂM PHẠM AN NINH QUỐC GIA,Tội phạm nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 05 năm đến 15 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XIII - CÁC TỘI XÂM PHẠM AN NINH QUỐC GIA,114.0,Tội phá hoại cơ sở vật chất - kỹ thuật của nước Cộng hòa xã hội chủ nghĩa Việt Nam,,3.0,"Người chuẩn bị phạm tội này, thì bị phạt tù từ 01 năm đến 05 năm.",,,"Người chuẩn bị phạm tội này, thì bị phạt tù từ 01 năm đến 05 năm.",CÁC TỘI XÂM PHẠM AN NINH QUỐC GIA,Tội phạm ít nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 01 năm đến 05 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XIII - CÁC TỘI XÂM PHẠM AN NINH QUỐC GIA,115.0,Tội phá hoại việc thực hiện các chính sách kinh tế - xã hội,,1.0,"Người nào nhằm chống chính quyền nhân dân mà phá hoại việc thực hiện các chính sách kinh tế - xã hội, thì bị phạt tù từ 07 năm đến 15 năm.",,,"Người nào nhằm chống chính quyền nhân dân mà phá hoại việc thực hiện các chính sách kinh tế - xã hội, thì bị phạt tù từ 07 năm đến 15 năm.",CÁC TỘI XÂM PHẠM AN NINH QUỐC GIA,Tội phạm nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 07 năm đến 15 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XIII - CÁC TỘI XÂM PHẠM AN NINH QUỐC GIA,115.0,Tội phá hoại việc thực hiện các chính sách kinh tế - xã hội,,2.0,"Phạm tội trong trường hợp ít nghiêm trọng, thì bị phạt tù từ 03 năm đến 07 năm.",,,"Phạm tội trong trường hợp ít nghiêm trọng, thì bị phạt tù từ 03 năm đến 07 năm.",CÁC TỘI XÂM PHẠM AN NINH QUỐC GIA,Tội phạm ít nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 03 năm đến 07 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XIII - CÁC TỘI XÂM PHẠM AN NINH QUỐC GIA,115.0,Tội phá hoại việc thực hiện các chính sách kinh tế - xã hội,,3.0,"Người chuẩn bị phạm tội này, thì bị phạt tù từ 06 tháng đến 03 năm.",,,"Người chuẩn bị phạm tội này, thì bị phạt tù từ 06 tháng đến 03 năm.",CÁC TỘI XÂM PHẠM AN NINH QUỐC GIA,Tội phạm ít nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 06 tháng đến 03 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XIII - CÁC TỘI XÂM PHẠM AN NINH QUỐC GIA,116.0,Tội phá hoại chính sách đoàn kết,,1.0,"Người nào thực hiện một trong những hành vi sau đây nhằm chống chính quyền nhân dân, thì bị phạt tù từ 07 năm đến 15 năm:",a,"Gây chia rẽ giữa các tầng lớp nhân dân, giữa nhân dân với chính quyền nhân dân, với lực lượng vũ trang nhân dân, với các tổ chức chính trị - xã hội;","Người nào thực hiện một trong những hành vi sau đây nhằm chống chính quyền nhân dân, thì bị phạt tù từ 07 năm đến 15 năm: Gây chia rẽ giữa các tầng lớp nhân dân, giữa nhân dân với chính quyền nhân dân, với lực lượng vũ trang nhân dân, với các tổ chức chính trị - xã hội;",CÁC TỘI XÂM PHẠM AN NINH QUỐC GIA,Tội phạm nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 07 năm đến 15 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XIII - CÁC TỘI XÂM PHẠM AN NINH QUỐC GIA,116.0,Tội phá hoại chính sách đoàn kết,,1.0,"Người nào thực hiện một trong những hành vi sau đây nhằm chống chính quyền nhân dân, thì bị phạt tù từ 07 năm đến 15 năm:",b,"Gây hằn thù, kỳ thị, chia rẽ, ly khai dân tộc, xâm phạm quyền bình đẳng trong cộng đồng các dân tộc Việt Nam;","Người nào thực hiện một trong những hành vi sau đây nhằm chống chính quyền nhân dân, thì bị phạt tù từ 07 năm đến 15 năm: Gây hằn thù, kỳ thị, chia rẽ, ly khai dân tộc, xâm phạm quyền bình đẳng trong cộng đồng các dân tộc Việt Nam;",CÁC TỘI XÂM PHẠM AN NINH QUỐC GIA,Tội phạm nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 07 năm đến 15 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XIII - CÁC TỘI XÂM PHẠM AN NINH QUỐC GIA,116.0,Tội phá hoại chính sách đoàn kết,,1.0,"Người nào thực hiện một trong những hành vi sau đây nhằm chống chính quyền nhân dân, thì bị phạt tù từ 07 năm đến 15 năm:",c,"Gây chia rẽ người theo tôn giáo với người không theo tôn giáo, giữa người theo các tôn giáo khác nhau, chia rẽ các tín đồ tôn giáo với chính quyền nhân dân, với các tổ chức chính trị - xã hội;","Người nào thực hiện một trong những hành vi sau đây nhằm chống chính quyền nhân dân, thì bị phạt tù từ 07 năm đến 15 năm: Gây chia rẽ người theo tôn giáo với người không theo tôn giáo, giữa người theo các tôn giáo khác nhau, chia rẽ các tín đồ tôn giáo với chính quyền nhân dân, với các tổ chức chính trị - xã hội;",CÁC TỘI XÂM PHẠM AN NINH QUỐC GIA,Tội phạm nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 07 năm đến 15 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XIII - CÁC TỘI XÂM PHẠM AN NINH QUỐC GIA,116.0,Tội phá hoại chính sách đoàn kết,,1.0,"Người nào thực hiện một trong những hành vi sau đây nhằm chống chính quyền nhân dân, thì bị phạt tù từ 07 năm đến 15 năm:",d,Phá hoại việc thực hiện chính sách đoàn kết quốc tế.,"Người nào thực hiện một trong những hành vi sau đây nhằm chống chính quyền nhân dân, thì bị phạt tù từ 07 năm đến 15 năm: Phá hoại việc thực hiện chính sách đoàn kết quốc tế.",CÁC TỘI XÂM PHẠM AN NINH QUỐC GIA,Tội phạm nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 07 năm đến 15 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XIII - CÁC TỘI XÂM PHẠM AN NINH QUỐC GIA,116.0,Tội phá hoại chính sách đoàn kết,,2.0,"Phạm tội trong trường hợp ít nghiêm trọng, thì bị phạt tù từ 02 năm đến 07 năm.",,,"Phạm tội trong trường hợp ít nghiêm trọng, thì bị phạt tù từ 02 năm đến 07 năm.",CÁC TỘI XÂM PHẠM AN NINH QUỐC GIA,Tội phạm ít nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 02 năm đến 07 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XIII - CÁC TỘI XÂM PHẠM AN NINH QUỐC GIA,116.0,Tội phá hoại chính sách đoàn kết,,3.0,"Người chuẩn bị phạm tội này, thì bị phạt tù từ 06 tháng đến 03 năm.",,,"Người chuẩn bị phạm tội này, thì bị phạt tù từ 06 tháng đến 03 năm.",CÁC TỘI XÂM PHẠM AN NINH QUỐC GIA,Tội phạm ít nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 06 tháng đến 03 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XIII - CÁC TỘI XÂM PHẠM AN NINH QUỐC GIA,117.0,"Tội làm, tàng trữ, phát tán hoặc tuyên truyền thông tin, tài liệu, vật phẩm nhằm chống Nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam",,1.0,"Người nào có một trong những hành vi sau đây nhằm chống Nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam, thì bị phạt tù từ 05 năm đến 12 năm:",a,"Làm, tàng trữ, phát tán hoặc tuyên truyền thông tin, tài liệu, vật phẩm có nội dung xuyên tạc, phỉ báng chính quyền nhân dân;","Người nào có một trong những hành vi sau đây nhằm chống Nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam, thì bị phạt tù từ 05 năm đến 12 năm: Làm, tàng trữ, phát tán hoặc tuyên truyền thông tin, tài liệu, vật phẩm có nội dung xuyên tạc, phỉ báng chính quyền nhân dân;",CÁC TỘI XÂM PHẠM AN NINH QUỐC GIA,Tội phạm nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 05 năm đến 12 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XIII - CÁC TỘI XÂM PHẠM AN NINH QUỐC GIA,117.0,"Tội làm, tàng trữ, phát tán hoặc tuyên truyền thông tin, tài liệu, vật phẩm nhằm chống Nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam",,1.0,"Người nào có một trong những hành vi sau đây nhằm chống Nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam, thì bị phạt tù từ 05 năm đến 12 năm:",b,"Làm, tàng trữ, phát tán hoặc tuyên truyền thông tin, tài liệu, vật phẩm có nội dung bịa đặt, gây hoang mang trong nhân dân;","Người nào có một trong những hành vi sau đây nhằm chống Nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam, thì bị phạt tù từ 05 năm đến 12 năm: Làm, tàng trữ, phát tán hoặc tuyên truyền thông tin, tài liệu, vật phẩm có nội dung bịa đặt, gây hoang mang trong nhân dân;",CÁC TỘI XÂM PHẠM AN NINH QUỐC GIA,Tội phạm nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 05 năm đến 12 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XIII - CÁC TỘI XÂM PHẠM AN NINH QUỐC GIA,117.0,"Tội làm, tàng trữ, phát tán hoặc tuyên truyền thông tin, tài liệu, vật phẩm nhằm chống Nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam",,1.0,"Người nào có một trong những hành vi sau đây nhằm chống Nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam, thì bị phạt tù từ 05 năm đến 12 năm:",c,"Làm, tàng trữ, phát tán hoặc tuyên truyền thông tin, tài liệu, vật phẩm gây chiến tranh tâm lý.","Người nào có một trong những hành vi sau đây nhằm chống Nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam, thì bị phạt tù từ 05 năm đến 12 năm: Làm, tàng trữ, phát tán hoặc tuyên truyền thông tin, tài liệu, vật phẩm gây chiến tranh tâm lý.",CÁC TỘI XÂM PHẠM AN NINH QUỐC GIA,Tội phạm nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 05 năm đến 12 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,Chương XIII - CÁC TỘI XÂM PHẠM AN NINH QUỐC GIA,117.0,"Tội làm, tàng trữ, phát tán hoặc tuyên truyền thông tin, tài liệu, vật phẩm nhằm chống Nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam",,2.0,"Phạm tội trong trường hợp đặc biệt nghiêm trọng, thì bị phạt tù từ 10 năm đến 20 năm.",,,"Phạm tội trong trường hợp đặc biệt nghiêm trọng, thì bị phạt tù từ 10 năm đến 20 năm.",CÁC TỘI XÂM PHẠM AN NINH QUỐC GIA,Tội phạm rất nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 10 năm đến 20 năm,,,,,,
